,index,text,label
24,10,"I @inherited@ a castle from my French grandparents.
youdao: 我 从 我 的 法国 祖父母 那里 继承 了 一座 城堡 。
google: 我 从 我 的 法国 祖父母 那里 继承 了 一座 城堡 。
opus: 我 从 法国 祖父母 那里 继承 了 一座 城堡
group_1:
ref:我从我的法国祖父母那里@继承了@一座城堡。
group_2:
ref: 我 从 我 的 法国 祖父母 那里 @继承@ 了 一座 城堡。
group_3:
ref: 我 从 我 的 法国 祖父母 那里 @继承 了@ 一座 城堡 。",
25,9,"She @nags@ her husband all day long.
youdao: 她 整天 唠叨 她 丈夫 。
google: 她 整天 唠叨 她 的 丈夫 。
opus: 她 整天 都 缠 着 她 丈夫
group_1:
ref:她整天@唠叨@她的丈夫。
group_2:
ref: 她 整天 @唠叨@ 她 丈夫 。
group_3:
ref: 她 整天 @唠叨@ 她 丈夫 。",
26,312,"She was @singing@ while she was cooking.
youdao: 她 一边 做饭 一边 唱歌 。
google: 她 一边 做饭 一边 唱歌 。
opus: 她 在 做饭 时 在 唱歌
group_1:
ref: 她一边做饭一边@唱歌@。
group_2:
ref: 她 一边 做饭 一边 @唱歌@。
group_3:
ref:她 一边 做饭 一边 @唱歌@ 。",
27,160,"the pilot managed to @land@ the airplane safely.
youdao: 飞行员 设法 使 飞机 安全 着陆 。
google: 飞行员 设法 使 飞机 安全 着陆 。
opus: 飞行员 设法 安全 降落 了 飞机 。
group_1:
ref:飞行员设法使飞机安全@着陆@。
group_2:
ref: 飞行员 设法 使 飞机 安全 @着陆@ 。
group_3:
ref: 飞行员 设法 使 飞机 安全 @着陆 @。",
28,284,"Please use a @computerized@ disctionary.
youdao: 请 使用 电脑 字典 。
google: 请 使用 电子词典 。
opus: 请 使用 计算机化 切换器   。
group_1:
ref:请使用@电子@词典。
group_2:
ref: 请 使用 @电脑化@ 词典。
group_3:
ref:请 使用 @电子化@ 字典 。",
29,3,"Please @guard@ my possessions while I'm away.
youdao: 我 不 在 时 ， 请 保管 好 我 的 财物 。
google: 我 不 在 的 时候 请 保管 好 我 的 财物 。
opus: 请 在 我 离开 的 时候 保护 我 的 财产
group_1:
ref:我不在的时候请@保管好@我的财物。
group_2:
ref: 我 不 在 的 时候 请 @守护@ 好 我 的 财物 。
group_3:
ref: 我 不 在 的 时候 请 @保管 好@ 我 的 财物 。",
30,214,"@ping@ your machine in the office.
youdao: 用 你 办公室 的 机器 Ping 一下 。
google: 在 办公室   ping   你 的 机器 。
opus: 把 机器 放在 办公室 里
group_1:
ref: 把你的机器@放在@办公室里。
group_2:
ref: 用 你 办公室 的 机器 @发一封邮件@ 。
group_3:
ref: @检验@一下你 办公室 的 机器@有没有联网@ 。",
31,188,"The State @taxes@ alcohol heavily.
youdao: 国家 对酒 征收 重税 。
google: 国家 对 酒精 征收 重税 。
opus: 国家 征收 大量 酒精 税 。
group_1:
ref:国家对酒精@征收重税@。
group_2:
ref: 国家 对酒 @征收 重税@。
group_3:
ref:国家 对酒 @征收@ 重@税@ 。",
32,204,"My nose is all @stuffed.@
youdao: 我 的 鼻子 都 塞住 了 。
google: 我 的 鼻子 都 塞满 了 。
opus: 我 的 鼻子 都 塞满 了
group_1:
ref:我的鼻子都@塞住@了。
group_2:
ref: 我 的 鼻子 都 @塞住@ 了 。
group_3:
ref: 我 的 鼻子 都 被@塞住 了@ 。",
33,87,"the player @juggled@ the ball.
youdao: 那个 运动员 把 球 抛来抛去 。
google: 球员 玩 杂耍 球 。
opus: 玩家 操纵 了 球 。
group_1:
ref:那个运动员把球@抛来抛去@。
group_2:
ref: 那个 球员 @杂耍@ 着 球。
group_3:
ref:那个 运动员 把 球 @抛来抛去@ 。",
34,288,"The parties @negociated@ all night.
youdao: 各方 谈判 了 一整夜 。
google: 双方 谈判 了 一整夜 。
opus: 各方 通宵 接触 。
group_1:
ref:各方@谈判@了一整夜。
group_2:
ref: 各方 @谈判@ 了 一整夜 。
group_3:
ref: 各方 @谈判 了@ 一整夜 。",
35,43,"The towers were @topped@ with conical roofs.
youdao: 这些 塔 的 顶部 是 圆锥形 的 屋顶 。
google: 塔楼 顶部 是 圆锥形 屋顶 。
opus: 塔楼 顶上 都 是 锥形 屋顶 。
group_1:
ref:这些塔的@顶部@是圆锥形的屋顶。
group_2:
ref: 这些 塔 的 @顶部@ 是 圆锥形 的 屋顶 。
group_3:
ref:这些 塔 的 @顶部 是@ 圆锥形 的 屋顶 。",
36,96,"@paste@ the sign on the wall.
youdao: 把 标志 贴 在 墙上 。
google: 把 标志 贴 在 墙上 。
opus: 把 标志 粘 在 墙上
group_1:
ref:把标志@贴@在墙上。
group_2:
ref: 把 标志 @贴@ 在 墙上。
group_3:
ref: 把 标志 @贴 @在 墙上 。",
37,26,"She @vested@ her vast fortune in her two sons.
youdao: 她 把 巨额财产 托付给 她 的 两个 儿子 。
google: 她 将 自己 的 巨额财产 分配 给 了 她 的 两个 儿子 。
opus: 她 把 巨大 的 财富 给 了 她 的 两个 儿子
group_1:
ref: 她把巨额财产@托付给@她的两个儿子。
group_2:
ref: 她 把 她 的 巨额 财产 @给@ 了 她 的 两个 儿子。
group_3:
ref: 她 把 巨额财产 @托付给@ 她 的 两个 儿子 。",
38,317,"The pilot @kited@ for a long time over the mountains.
youdao: 飞行员 在 山上 飞 了 很 长时间 。
google: 飞行员 在 山上 风筝 了 很 长时间 。
opus: 驾驶员 在 山上 打包 了 很 长时间
group_1:
ref:飞行员在山上@飞了@很长时间。
group_2:
ref: 飞行员 在 山上 @像风筝一样飞了@ 很长时间。
group_3:
ref:飞行员花了很长时间@飞跃@山峰。",
39,74,"pigs were @wallowing@ in the mud.
youdao: 猪 在 泥里 打滚 。
google: 猪 在 泥里 打滚 。
opus: 猪 在 泥土 中 沉睡 。
group_1:
ref:猪在泥里@打滚@。
group_2:
ref: 猪 在 泥里 @打滚@。
group_3:
ref:猪 在 泥里 @打滚@ 。",
40,143,"@engrave@ the pen with the owner's name.
youdao: 在 钢笔 上刻 上 主人 的 名字 。
google: 在 钢笔 上刻 上 主人 的 名字 。
opus: 用 主人 的 名字 雕刻 笔
group_1:
ref: 在钢笔上@刻上@主人的名字。
group_2:
ref: 在 钢笔 上@刻@ 上 主人 的 名字 。
group_3:
ref: 在 钢笔 上@刻 上@ 主人 的 名字 。",
41,6,"We @exploded@ the nuclear bomb.
youdao: 我们 引爆 了 核弹 。
google: 我们 引爆 了 核弹 。
opus: 我们 引爆 了 核弹
group_1:
ref:我们@引爆了@核弹。
group_2:
ref: 我们 @引爆@ 了 核弹。
group_3:
ref: 我们 @引爆 了@ 核弹 。",
42,35,"She @whistled@ for her maid.
youdao: 她 吹口哨 叫 女佣 。
google: 她 吹口哨 叫 她 的 女仆 。
opus: 她 为 女佣 吹口哨
group_1:
ref:她@吹口哨@叫她的女仆。
group_2:
ref: 她 @吹口哨 叫@ 她 的 女仆 。
group_3:
ref: 她 @吹口哨@ 来叫 她 的 女仆 。",
43,158,"The doctors @revived@ the comatose man.
youdao: 医生 们 使 那个 昏迷 的 人 苏醒过来 。
google: 医生 使 昏迷 的 人 苏醒过来 。
opus: 医生 让 昏迷 者 复活 了
group_1:
ref:医生们使那个昏迷的人@苏醒@过来。
group_2:
ref: 医生 们 使 那个 昏迷 的 人 @苏醒@ 过来。
group_3:
ref: 医生 们 使 那个 昏迷 的 人@ 苏醒过来 @。",
44,68,"We @tasted@ wines last night.
youdao: 我们 昨晚 喝了酒 。
google: 我们 昨晚 品尝 了 葡萄酒 。
opus: 我们 昨晚 喝 了 葡萄酒
group_1:
ref:我们昨晚@喝了@酒。
group_2:
ref: 我们 昨晚 @品尝@ 了 葡萄酒 。
group_3:
ref:我们 昨晚 @品尝 了@ 葡萄酒 。",
45,303,"He @peeped@ at the woman through the window.
youdao: 他 透过 窗户 偷看 那个 女人 。
google: 他 透过 窗户 偷看 那个 女人 。
opus: 他 从 窗户 对 着 那个 女人 偷看
group_1:
ref:他透过窗户@偷看@那个女人。
group_2:
ref: 他 透过 窗户 @偷看@ 那个 女人 。
group_3:
ref: 他 透过 窗户 @偷看@ 那个 女人 。",
46,178,"The defendant @answered@ to all the charges of the prosecution.
youdao: 被告 对 控方 的 所有 指控 都 作 了 答辩 。
google: 被告 回答 了 控方 的 所有 指控 。
opus: 被告 答复 了 检方 的 所有 指控 。
group_1:
ref:被告对控方的所有指控都作了@答辩@。
group_2:
ref: 被告 对 控方 的 所有 指控 都 作 了 @回答@。
group_3:
ref:被告 对 控方 的 所有 @指控@ 都 作 了 答辩 。",
47,97,"We can @compare@ the Han dynasty to the Romans.
youdao: 我们 可以 把 汉朝 比作 罗马 。
google: 我们 可以 将 汉朝 比作 罗马 人 。
opus: 我们 可以 比较 汉 王朝 和 罗马 人
group_1:
ref: 我们可以@比较@汉王朝和罗马人。
group_2:
ref: 我们 可以 把 汉朝 @比作@ 罗马 。
group_3:
ref: 我们 可以 把 汉朝 @比作@ 罗马时代 。",
48,185,"He @trenched@ his military camp.
youdao: 他 在 军营 挖 壕沟 。
google: 他 挖 了 他 的 军营 。
opus: 他 把 军营 藏 起来 了
group_1:
ref:他在军营@挖壕沟@。
group_2:
ref: 他 在 军营 @挖 壕沟@。
group_3:
ref: 他 为自己@挖了@ 军营 。",
49,25,"Her husband @poisoned@ her drink in order to kill her.
youdao: 她 丈夫 在 她 的 饮料 里 下毒 ， 想要 杀死 她 。
google: 她 的 丈夫 为了 杀死 她 而 在 她 的 饮料 中 下毒 。
opus: 她 丈夫 为了 杀死 她 , 给 她 下 了 毒药
group_1:
ref:她的丈夫为了杀她而在她的饮料中@下毒@。
group_2:
ref: 她 丈夫 在 她 的 饮料 里 @下毒@, 想要 杀死 她 。
group_3:
ref:她 丈夫 在 她 的 饮料 里 @下毒 @, 想要 杀死 她 。",
50,290,"The sun @melted@ the ice.
youdao: 太阳 使冰 融化 了 。
google: 太阳 融化 了 冰 。
opus: 太阳 融化 了 冰块
group_1:
ref:太阳使冰@融化@了。
group_2:
ref: 太阳 使冰 @融化@ 了 。
group_3:
ref:太阳 @使@冰 @融化@ 了 。",
51,59,"These architects @build@ in interesting and new styles.
youdao: 这些 建筑师 的 建筑风格 有趣 而 新颖 。
google: 这些 建筑师 以 有趣 和 新颖 的 风格 建造 。
opus: 这些 建筑师 以 有趣 的 新 风格 建起
group_1:
ref:这些建筑师的@建筑风格@有趣而新颖。
group_2:
ref: 这些 建筑师 以 有趣 和 新颖 的 风格 @建造@。
group_3:
ref: 这些 建筑师 以有趣 而 新颖的风格 来@建造@ 。",
52,328,"@spread@ cheese on a piece of bread.
youdao: 把 奶酪 涂 在 面包 上 。
google: 在 一片 面包 上涂 上 奶酪 。
opus: 把 奶酪 撒 在 面包 上
group_1:
ref:把奶酪@撒满@在面包上。
group_2:
ref: 把 奶酪 @涂抹@ 在 一片 面包 上。
group_3:
ref: 把 奶酪 @涂@ 在 一片面包 上 。",
53,90,"She @neutralized@ the solution.
youdao: 她 使 溶液 中 和 。
google: 她 中 和 了 溶液 。
opus: 她 排除 了 解决方案
group_1:
ref:她@中和了@溶液。
group_2:
ref: 她 使 溶液 @中和@。
group_3:
ref: 她 @使@ 溶液 @中 和@ 。",
54,220,"@negociate@ securities.
youdao: 谈判 的 证券 。
google: 谈判 证券 。
opus: 电子 证券 。
group_1:
ref:@谈判@证券。
group_2:
ref: @买卖@ 证券。
group_3:
ref:@商谈@ 有价证券 。",
55,49,"Your children have @infected@ you with this head cold.
youdao: 你 的 孩子 把 感冒 传染给 你 了 。
google: 你 的 孩子 把 这种 感冒 传染给 了 你 。
opus: 你 的 孩子 已经 传染 你   这种 头寒 。
group_1:
ref:你的孩子把这种感冒@传染给@了你。
group_2:
ref: 你 的 孩子 已经 把 这种 感冒 @传染@ 给 你 了。
group_3:
ref: 你 的 孩子 把 这种 感冒 @传染@给 了 你 。",
56,121,"Johnson @brushed@ the hairs from his jacket.
youdao: 约翰逊 拨开 夹克 上 的 头发 。
google: 约翰逊 拂去 他 夹克 上 的 毛发 。
opus: 约翰逊 从 他 的 夹克 梳 了 头发 。
group_1:
ref:约翰逊@拂去@他夹克上的头发。
group_2:
ref: 约翰逊 @刷走@ 夹克 上 的 头发。
group_3:
ref: 约翰逊 @拂去@ 他 夹克 上 的 毛发 。",
57,65,"The old man was @nodding@ in his chair.
youdao: 老人 在 椅子 上 点头 。
google: 老人 坐在 椅子 上 点点头 。
opus: 老头子 在 椅子 上 点头
group_1:
ref: 老人坐在椅子上@点点头@。
group_2:
ref: 老人 在 椅子 上 @点头@。
group_3:
ref: 老人 坐在 椅子 上 @点点头@ 。",
58,258,"He @painted@ his mistress many times.
youdao: 他 给 情妇 画 了 很 多次 。
google: 他 多次 画 他 的 情妇 。
opus: 他 画 了 他 的 情妇 很 多次 。
group_1:
ref:他给情妇@画了@很多次。
group_2:
ref: 他 给 他的 @情妇@ 画 了 很多次。
group_3:
ref: 他 多次 @画了@ 他 的 情妇 。",
59,12,"She @locked@ her jewels in the safe.
youdao: 她 把 珠宝 锁 在 保险柜 里 。
google: 她 把 珠宝 锁 在 保险箱 里 。
opus: 她 把 珠宝 锁 在 保险箱 里
group_1:
ref:她把珠宝@锁在@保险箱里。
group_2:
ref: 她 把 珠宝 @锁@ 在 保险柜 里 。
group_3:
ref:她 把 珠宝 @锁 @在 保险柜 里 。",
60,216,"the bodybuilder's neck muscles @tensed.@
youdao: 健美 运动员 的 颈部 肌肉 绷紧 了 。
google: 健美 运动员 的 颈部 肌肉 绷紧 了 。
opus: 健美 建筑师 的 颈部 肌肉 紧张
group_1:
ref:健美运动员的颈部肌肉@绷紧@了。
group_2:
ref: 健美 运动员 的 颈部 肌肉 @变紧@ 了 。
group_3:
ref: 健美 运动员 的 颈部 肌肉 @绷紧 了@ 。",
61,70,"Hitler @invaded@ Poland on September 1, 1939.
youdao: 1939 年 9 月 1 日 ， 希特勒 入侵 波兰 。
google: 1939   年   9   月   1   日 ， 希特勒 入侵 波兰 。
opus: 1939 年 9 月 1 日 希特勒 入侵 波兰
group_1:
ref:1939 年 9 月 1 日 , 希特勒@入侵@波兰。
group_2:
ref: 1939 年 9 月 1 日 , 希特勒 @入侵@ 波兰 。
group_3:
ref:1939 年 9 月 1 日 , 希特勒 @入侵了@ 波兰 。",
62,111,"The police @raided@ the crack house.
youdao: 警察 突袭 了 那个 毒品 窝点 。
google: 警察 突击 搜查 了 破 房子 。
opus: 警察 突袭 了 破解 室
group_1:
ref:警察@突然搜查@了那个毒品窝点。
group_2:
ref: 警察 @突袭@ 了 那个 毒品 窝点。
group_3:
ref:警察 @突击 搜查@ 了 那个破 房子 。",
63,73,"He @pushed@ the table into a corner.
youdao: 他 把 桌子 推 到 角落里 。
google: 他 把 桌子 推 到 一个 角落里 。
opus: 他 把 桌子 推进 角落
group_1:
ref:他把桌子@推@到一个角落里。
group_2:
ref: 他 把 桌子 @推@ 到 一个 角落里 。
group_3:
ref: 他 把 桌子 @推到@ 一个角落里。",
64,299,"He never @acknowledges@ his colleagues when they run into him in the hallway.
youdao: 他 的 同事 在 走廊 碰到 他时 ， 他 从不 打招呼 。
google: 当 他们 在 走廊 上 遇到 他时 ， 他 从不 承认 他 的 同事 。
opus: 当 同事 在 走廊 碰见 他时   他 从来 就 不 认识 他
group_1:
ref:他的同事在走廊碰到他时,他从不@打招呼@。
group_2:
ref: 当 他 的 同事 在 走廊 碰到 他时 , 他 从来 没有 @注意到@ 他们 。
group_3:
ref:当 他 在 走廊 上 遇到同事时 , 他 从不 和他们@打招呼@ 。",
65,93,"The father is @portrayed@ as a good- looking man in this painting.
youdao: 在 这幅 画 中 ， 父亲 被 描绘成 一个 英俊 的 男人 。
google: 在 这幅 画 中 ， 父亲 被 描绘成 一个 英俊 的 男人 。
opus: 这幅 画里 把 父亲 描绘成 一个 帅哥
group_1:
ref: 在这幅画中,父亲被@画@成一个英俊的男人。
group_2:
ref: 在 这幅 画 中 , 父亲 被 @描绘@成 一个 英俊 的 男人 。
group_3:
ref: 在 这幅 画 中 , 父亲 被 @描绘@成 一个 英俊 的 男人 。",
66,116,"@steamroller@ the road.
youdao: 压路机 。
google: 压路机 。
opus: 使 道路 蒸蒸 蒸汽 。
group_1:
ref:把路@压平@。
group_2:
ref: @用压路机碾@ 过 路面。
group_3:
ref:@用压路机压平@道路。",
67,279,"This mushrooms can @poison.@
youdao: 这种 蘑菇 会 中毒 。
google: 这种 蘑菇 会 中毒 。
opus: 这 蘑菇 会 毒害 人
group_1:
ref:这种蘑菇@有毒@。
group_2:
ref: 这种 蘑菇 会 @使人 中毒@。
group_3:
ref: 这种 蘑菇 会 @毒害@ 人",
68,256,"The plastic bottle @crushed@ against the wall.
youdao: 塑料瓶 撞 在 墙上 压碎 了 。
google: 塑料瓶 撞 在 墙上 。
opus: 塑料瓶 压在 墙上 。
group_1:
ref:塑料瓶在墙上被@挤压变形@了。
group_2:
ref: 塑料瓶 撞 在 墙上 @碎掉@ 了。
group_3:
ref: 塑料瓶 @撞碎@ 在 墙上 。",
69,24,"@square@ the wood with a file.
youdao: 用 锉刀 把 木头 锉成 方形 。
google: 用 锉刀 把 木头 弄平 。
opus: 带 文件 的 正方形 木头 。
group_1:
ref:用锉刀把木头@锉成方形@。
group_2:
ref: 用 锉刀 把 木头 @弄平@。
group_3:
ref:用 锉刀 把 木头 @锉成 方形@ 。",
70,64,"@crush@ an aluminum can.
youdao: 压碎 一个 铝罐 。
google: 压碎 铝罐 。
opus: 倾斜 铝罐 。
group_1:
ref:@压碎@一个铝罐。
group_2:
ref: @压碎@ 一个 铝罐.
group_3:
ref:@压碎@ 一个 铝罐 。",
71,174,"The Turks @besieged@ Vienna.
youdao: 土耳其人 包围 了 维也纳 。
google: 土耳其人 围攻 维也纳 。
opus: 土耳其人 包围 了 维也纳
group_1:
ref:土耳其人@包围@了维也纳。
group_2:
ref: 土耳其人 @包围@ 了 维也纳 。
group_3:
ref:土耳其人 @包围 了@ 维也纳 。",
